CIK,Company,State/Country
0001454818,GRATIA PLENA SELECT PARTNERS LP,NY
0001454843,RAA CORP,HI
0001455177,HUTCHINSON FREDERICK JAMES,
0001455301,NOMURA ASSET MANAGEMENT SINGAPORE Ltd,U0
0001455319,Allianz Global Investors Management Partners LLC,CA
0001455323,"Phoenix 2009 Partners, L.P.",TX
0001455358,UNIVERSA ASYMMETRY FUND II LP,CA
0001455679,Chilton ERISA International (BVI) Ltd.formerly: CHILON ERISA INTERNATIONAL (BVI) LTD (filings through 2009-02-03),CT
0001455680,"Chilton Global Credit Opportunities Fund (BVI) Ltd.formerly: CHILTON GLOBAL CREDIT OPPORTUNITIES FUND (BVI) LTD (filings through 2009-02-03)Chilton Global Credit Opportunities Fund (BVI), Ltd. (filings through 2010-02-01)",CT
0001455842,Chesapeake Fund L.L.C.formerly: Chesapeake Select L.L.C. (filings through 2013-03-14),VA
0001455878,STONE BEACH MORTGAGE OPPORTUNITY FUND LLCformerly: ORCHARD HERITAGE MORTGAGE OPPORTUNITY FUND LLC (filings through 2011-02-02),NY
0001456024,SANDLER PLUS DOMESTIC FUND II LP,NY
0001456145,CVC EUROPEAN EQUITY PARTNERS V (A) LP,XX
0001456162,"Wellington Management Investors (Bermuda), Ltd.",D0
0001456257,"ROUND TABLE INVESTMENT MANAGEMENT COMPANY, LP",NC
0001456410,Brevet Capital Special Opportunities Fund III Ltd.,NY
0001456411,"Brevet Direct Lending - Short Duration Fund, L.P.formerly: Brevet Capital Special Opportunities Fund III, L.P. (filings through 2011-03-14)",NY
0001456541,Taconic Capital Partners 1.5 L.P.,NY
0001456683,Taconic Master Fund 1.5 L.P.,NY
0001456815,Goldman James R,
0001456888,ACADIAN EMERGING MARKETS EQUITY LLC,NY
0001457025,"TIG DISTRESSED OPPORTUNITIES, L.P.formerly: TIEDEMANN DISTRESSED OPPORTUNITIES, L.P. (filings through 2010-11-19)",NY
0001457027,"TIG DISTRESSED OPPORTUNITIES, LTD.formerly: TIEDEMANN DISTRESSED OPPORTUNITIES, LTD. (filings through 2010-06-24)",NY
0001457060,Chilton International (BVI) Ltd.formerly: CHILTON INTERNATIONAL (BVI) LTD (filings through 2010-02-19),CT
0001457095,ARCHVIEW FUND L.P.formerly: ARCHVIEW CREDIT OPORTUNITIES FUND LP (filings through 2009-02-18)ARCHVIEW CREDIT OPPORTUNITIES FUND LP (filings through 2010-07-15),NY
0001457096,ARCHVIEW MASTER FUND LTDformerly: ARCHVIEW CREDIT OPPORTUNITIES MASTER FUND LTD (filings through 2010-07-15),NY
0001457209,"TIGER GLOBAL II, L.P.",NY
0001457236,ALPHAGEN CAPITAL LTD.formerly: Henderson Alternative Investment Advisor Ltd (filings through 2015-08-17),X0
0001457373,TREND SOFTWARE INC,CA
0001457552,Tiger Europe Ltd.formerly: TIGER EUROPE LTD (filings through 2009-02-24),E9
0001457574,Tiger Europe LP,NY
0001457619,ROARING FORK AUSTIN STONELAKE BUILDING LLC,AZ
0001457633,Carlson Chris,
0001457702,"Avenue Europe Special Situations Fund (Parallel II), L.P.",NY
0001457962,Raab Gregory G,
0001457963,Quinn Francis D,
0001458096,"Wellington Grant Notes I, LLC",NV
0001458138,ACADIAN GLOBAL GROWTH EQUITY FUND LLC,MA
0001458178,"Illume Software, Inc.formerly: AHL COMMUNICATIONS INC (filings through 2009-03-03)",MA
0001458239,TRIAN CREDIT PARTNERS LTD,XX
0001458300,"Zais Value-Added Real Estate Fund I, LP",NJ
0001458306,NINESHOTZ Corp,FL
0001458357,CHILTON EUROPEAN INTERNATIONAL (BVI) LTD.formerly: CHILTON EUROPEAN INTERNATIONAL (BVI) LTD (filings through 2010-03-04),CT
0001458358,CQS CONVERTIBLE &amp; QUANTITATIVE STRATEGIES FEEDER FUND LTD,E9
0001458390,UNIVERSA BLACK SWAN PROTECTION PROTOCOL IV LP,CA
0001458440,"Clarion Financial Group, LLC",UT
0001458502,Chilton China Opportunities Fund (BVI) Ltd.formerly: CHILTON CHINA OPPORTUNITES FUND (BVI) LTD (filings through 2010-03-04),CT
0001458563,Universa Black Swan Protection Protocol V L.P.,CA
0001458587,"Avenue Capital Partners V, LLC",NY
0001458675,"Paulson Credit Opportunities, L.P.",NY
0001458757,Lizard International Fund (Cayman) Ltd.,E9
0001458814,ACADIAN GLOBAL LOW VOLATILITY EQUITY FUND,MA
0001458819,COMAC GLOBAL MACRO FUND Ltd,E9
0001458864,Lizard International Fund LLC,IL
0001458966,Jasper Fund LP,CT
0001459169,Linden Investors Liquidation Vehicle LLC,NY
0001459345,"Highbridge Convertible Arbitrage Opportunities Fund, Ltd.",NY
0001459352,"HIGHBRIDGE CONVERTIBLE ARBITRAGE OPPORTUNITIES FUND, L.P.",NY
0001459373,ACADIAN EUROPEAN EQUITY LONG-SHORT FUND,MA
0001459395,CQS ABS FEEDER FUND LTD,NY
0001459396,CQS GLOBAL VOLATILITY FEEDER FUND LTD,XX
0001459473,LINDEN INTERNATIONAL LTD,D0
0001459594,"GoldenTree Credit Opportunities, Ltd.formerly: GOLDEN TREE CREDIT OPPORTUNITIES LTD (filings through 2009-03-12)",E9
0001459638,"JANA Nirvana Offshore Fund, Ltd.formerly: JANA NIRVANA OFFSHORE FUND LTD (filings through 2009-03-12)",E9
0001459690,JANA PIRANHA FUND LP,NY
0001459715,"JANA Nirvana Fund, L.P.formerly: JANA NIRVANA FUND LP (filings through 2009-03-12)",NY
0001459717,"GoldenTree Partners II, L.P.formerly: GOLDEN TREE PARTNERS II LP (filings through 2009-03-12)",NY
0001459806,"Chilton International, L.P.formerly: Chilton International LP (filings through 2009-03-13)",CT
0001459808,"Chilton ERISA International, L.P.formerly: Chilton ERISA International LP (filings through 2009-03-13)",CT
0001459809,"Chilton European International, L.P.formerly: Chilton European International LP (filings through 2009-03-13)",CT
0001459810,"Chilton China Opportunities Master Fund, L.P.formerly: Chilton China Opportunities Master Fund LP (filings through 2009-03-13)",CT
0001459812,"Chilton Global Credit Opportunities Master Fund, L.P.formerly: Chilton Global Credit Opportunities Master Fund LP (filings through 2009-03-13)",CT
0001459827,Forecast Venture Fund LP,IL
0001459882,Highbridge Long Short Institutional Fund Ltd,NY
0001459928,"Fore Multi Strategy Offshore Fund, Ltd.formerly: FORE MULTI STRATEGY OFFSHORE FUND LTD (filings through 2009-03-13)",NY
0001459931,"Harvest Capital Enhanced, L.P.formerly: HARVEST CAPITAL ENHANCED LP (filings through 2009-03-13)",NY
0001459944,SANDLER CAPITAL STRUCTURE OPPORTUNITIES FUND LTD,E9
0001459953,"CVC GLOBAL CREDIT OPPORTUNITIES FUND, L.P.formerly: Apidos Select Corporate Credit Fund L P (filings through 2010-03-15)APIDOS SELECT CORPORATE CREDIT FUND, L.P. (filings through 2012-03-15)",NY
0001459977,Jasper Stone Financial Plaza LLC,NE
0001459984,"OrbiMed Partners, Ltd.formerly: Caduceus Capital LTD (filings through 2009-03-13)Caduceus Capital Ltd. (filings through 2010-03-12)Caduceus Capital, Ltd. (filings through 2013-03-12)",NY
0001459990,"Canyon Equities, LPformerly: canyon equities L P (filings through 2010-03-05)",CA
0001460014,"JANA Offshore Partners, Ltd.formerly: JANA Offshore Partners Ltd (filings through 2009-03-13)",E9
0001460112,"JANA Partners Qualified, L.P.formerly: JANA PARTNERS QUALIFIED LP (filings through 2009-03-13)",NY
0001460139,PAULSON ADVANTAGE ACCESS II LLC,NY
0001460156,JANA PIRANHA OFFSHORE FUND LTD,NY
0001460169,PASSPORT AGRICULTURE FUND LTD,D8
0001460182,EJF INVESTMENT GRADE FUND LP,VA
0001460269,"OPUS POINT &amp; CO., LLC",NY
0001460381,"MKP CREDIT OFFSHORE (PLAN ASSETS), LTD.formerly: MKP CREDIT OFFSHORE (PLAN ASSETS) LTD (filings through 2009-03-16)",L2
0001460462,NEWBROOK CAPITAL PARTNERS LP,NY
0001460534,NEWBROOK CAPITAL OFFSHORE FUND LTD,E9
0001460646,"Brookfield Americas Infrastructure Fund, L.P.",NY
0001460739,CHESAPEAKE ACQUISITION Co LLC,PA
0001460750,RDA ALTERNATIVE INVESTMENT FUND LLC,ND
0001460809,OPUS FUND INTERNATIONAL LTD,D0
0001460863,YORK EUROPEAN FOCUS UNIT TRUST,E9
0001460894,HENDERSON EUROPEAN SELECT ABSOLUTE RETURN FUND LTD,E9
0001460898,YORK CREDIT OPPORTUNITIES UNIT TRUST,XX
0001460920,YORK EUROPEAN FOCUS FUND LP,NY
0001460936,YORK CREDIT OPPORTUNITIES FUND LP,NY
0001460956,YORK EUROPEAN OPPORTUNITIES UNIT TRUST,E9
0001461013,Lim Khoon Cheng,
0001461036,OLD CITY FLAT WORLD FUND LP,NY
0001461040,RAMIUS MULTI-STRATEGY FOF LTD.formerly: RAMIUS MULTI STRATEGY FOF LTD (filings through 2009-03-16),E9
0001461058,GLAZER CAPITAL MANAGEMENT LP,NY
0001461060,YORK ASIAN OPPORTUNITIES UNIT TRUST,E9
0001461070,FULCRUM GROWTH PARTNERS IV LP,NE
0001461083,YORK ASIAN OPPORTUNITIES FUND LP,NY
0001461085,NORTHLIGHT FUND LP,NY
0001461086,GLAZER OFFSHORE FUND LTD,E9
0001461087,V2M LIFE SCIENCES FUND LP,MA
0001461097,HAIN CAPITAL LTD,E9
0001461138,"Brookfield Americas Infrastructure Fund (Brookfield PIV), L.P.",NY
0001461201,"Northern Cross, LLC",MA
0001461208,STRATEGIC BI APPLICATION INC,CA
0001461310,YORK EUROPEAN OPPORTUNITIES FUND LP,NY
0001461496,"Candlewood Special Situations Fund, Ltd.formerly: Candlewood Special Situations Fund Ltd. (filings through 2011-03-31)CREDIT SUISSE CANDLEWOOD SPECIAL SITUATIONS FUND LTD (filings through 2009-03-16)Credit Suisse Candlewood Special Situations Fund Ltd. (filings through 2010-03-01)",E9
0001461669,OLD BERLINER LIQUIDATING TRUST,NJ
0001461699,"Tiger Eye Partners, LP",NY
0001461762,"Acadian Emerging Markets Equity II Fund, LLC",MA
0001461768,"Whitebox Credit Fund, Ltd.formerly: Whitebox Credit Arbitrage Fund, Ltd. (filings through 2015-03-06)",D8
0001461778,"Whitebox Relative Value Fund, LPformerly: Whitebox Concentrated Convertible Arbitrage Fund, LP (filings through 2015-03-06)",MN
0001461779,"Whitebox Multi-Strategy Fund, LP",MN
0001461780,"Whitebox Credit Fund, LPformerly: Whitebox Credit Arbitrage Fund, LP (filings through 2014-04-11)",MN
0001461781,"Whitebox Multi-Strategy Fund, Ltd.",D8
0001461782,"Whitebox Relative Value Fund, Ltd.formerly: Whitebox Concentrated Convertible Arbitrage Fund, Ltd. (filings through 2015-03-06)",D8
0001462049,PLAISANCE FUND LP,CO
0001462127,"Hawthorne Capital Partners, L.P.",CA
0001462133,"First Alliance Bancshares, Inc.",TN
0001462246,PCM PARTNERS LP I,NY
0001462400,"Arrowpoint Structured Opportunity Fund, LP",CO
0001462452,Asia Cement (China) Holdings Corp / ADR,NY
0001462848,"RESERVOIR SECONDARY OPPORTUNITIES FUND, L.P.",NY
0001462953,"Phoenix Biomass Energy, Inc.",CA
0001463207,Seer Capital Partners Offshore Fund Ltd.,E9
0001463255,Magnolia Foreclosures Inc.,CA
0001463501,Lwee Frederick,
0001463515,"Anchorage MTR Fund, L.P.",NY
0001463516,"Anchorage MTR Offshore Fund, Ltd.",E9
0001463557,Phase I Fund LP,MA
0001463808,"CBRE CAPITAL PARTNERS U.S. I, L.P.",NY
0001463809,"CBRE CAPITAL PARTNERS U.S. SPECIAL SITUATIONS I, L.P.",NY
0001463875,"Visium Credit Opportunities Offshore Fund, Ltd.",E9
0001463876,"Visium Global Offshore Fund, Ltd.formerly: Visium Equity Global Offshore Fund, Ltd. (filings through 2009-05-11)",NY
0001463877,"Visium Credit Opportunities Fund, LP",NY
0001463878,"Visium Global Fund, LPformerly: Visium Equity Global Fund, LP (filings through 2009-05-11)",NY
0001463985,Marshall Adrian C,
0001464227,"TRENDMAX GLOBAL COMMODITY FUND, L.P.",CA
0001464413,Starboard Investment Trust,NC
0001464487,"BAYVIEW MORTGAGE CAPITAL, INC.SIC:6798- REAL ESTATE INVESTMENT TRUSTS",FL
0001464722,CHESAPEAKE CLEMENTS ACQUISITION LLC,OK
0001464790,"B. Riley Financial, Inc.SIC:7389- SERVICES-BUSINESS SERVICES, NECformerly: Great American Group, Inc. (filings through 2014-10-21)",CA
0001464791,Trian Capital Corp,NY
0001464908,"Land Record Services, LLC",NY
0001464976,Gem Diamonds Ltd / ADR,NY
0001465007,"Old Florida Bancshares, Inc.",FL
0001465107,Investcorp Silverback Opportunistic Convertible Fund LLC,NY
0001465109,Neuberger Berman Group LLC,NY
0001465149,"LWBJ INVESTMENT SERVICES, LLC",IA
0001465186,JASPER STONE PROPERTIES III LLC,NE
0001465333,Universa Black Swan Protection Protocol VI LP,CA
0001465382,"Arrowpoint Fundamental Opportunity Fund, L.P.",CO
0001465391,Mastantuono Gina,
0001465452,Orchard Lair Investment Group LLC,OR
0001465507,Universa Black Swan Protection Protocol VIII L.P.,CA
0001465508,Universa Black Swan Protection Protocol VII L.P.,CA
0001465535,"Avenues World Holdings LLCformerly: Linden Schools, Inc. (filings through 2009-06-10)",NY
0001465637,"EJF Income Fund, LP",VA
0001465710,Perry Christopher J,
0001465876,EMERALD DRILLER Co,E9
0001465902,"Waterfall TALF Opportunity Fund, Ltd.",E9
0001465903,"Waterfall TALF Opportunity Fund, LLC",NY
0001465912,Solus GP LLC,NY
0001466099,Samuels Eric,
0001466476,"DUNN RUSH &amp; CO. LLCformerly: DUNN &amp; PARTNERS, LLC (filings through 2011-02-28)",MA
0001466789,NAPIER KENNETH,
0001466805,Paulson Advantage Access II Ltd.,NY
0001466807,Paulson Advantage Access III LLC,NY
0001466967,Northern Capital Resources Corp,C3
0001467029,400 Capital Credit Opportunities Fund LP,NY
0001467030,400 Capital Credit Opportunities Fund (AI) LP,NY
0001467052,"OPUS POINT CAPITAL PRESERVATION FUND, LP",NY
0001467124,"Marathon Credit Opportunity Fund, Ltd.",E9
0001467125,"Marathon Credit Opportunity Fund, LP",NY
0001467423,"BALYASNY DEDICATED INVESTOR OFFSHORE FUND, LTD.",IL
0001467424,"BALYASNY DEDICATED INVESTOR ONSHORE FUND, L. P.",IL
0001467439,"Ellington Strategic Mortgage Institutional Fund, L.P.formerly: TCW/Strategic MBS Opportunities Fund, L.P. (filings through 2010-06-30)",DE
0001467841,"Anchorage Angels III, LLC",KY
0001468153,"Arrowpoint Fundamental Opportunity Fund, Ltd.",E9
0001468154,"Ellington Mortgage Opportunities Fund, Ltd.",CT
0001468155,"Ellington Mortgage Opportunities Partners, LLC",CT
0001468236,"Tiger Eye Fund, Ltd.",NY
0001468238,"York Distressed Mortgage Fund, L.P.",NY
0001468464,"Vertical Nursing Partners, L.P.",TX
0001468713,"Guggenheim Apsley Fund, L.P.",NY
0001468728,"Jasper Gemini, LP",NJ
0001468825,"Opus Capital Venture Partners VI, L.P.",CA
0001468899,"Phase 15 Investments, LP",TX
0001468990,Universa Black Swan Protection Protocol-Inflation I L.P.,CA
0001469075,Pentwater Equity Opportunities Fund LLC,IL
0001469171,PENTWATER EQUITY OPPORTUNITIES FUND LTD.,E9
0001469188,Fortress Credit Opportunities Fund II (A) LP,NY
0001469189,Fortress Credit Opportunities Fund II (B) LP,NY
0001469374,SEER CAPITAL TALF OPPORTUNITY FUND LTD.,E9
0001469490,SILVERBACK ARBITRAGE FUND LTD.formerly: Investcorp Silverback Arbitrage Fund Ltd. (filings through 2013-10-01)INVESTCORP SILVERBACK ARBITRAGE FUND LTD. (filings through 2013-10-01),E9
0001469491,Investcorp Silverback Opportunistic Convertible Fund Ltd.,E9
0001469565,Hain John W. Sr.,
0001469583,Seer Capital Offshore Credit Fund Ltd.,E9
0001469584,"OPUS POINT HEALTHCARE INNOVATIONS FUND, L.P.",NY
0001469598,"SPECIALIZED EDUCATION HOLDINGS, INC.",IL
0001469621,"Dialectic Antithesis Opportunities Fund, LP",NY
0001469628,"Hygea Holdings Corp.SIC:8011- SERVICES-OFFICES &amp; CLINICS OF DOCTORS OF MEDICINEformerly: Piper Acquisition II, Inc. (filings through 2011-10-13)",FL
0001469629,"Piper Acquisition I, Inc.",NY
0001469630,"Piper Acquisition III, Inc.",CA
0001469744,"Bowery Opportunity Fund, L.P.formerly: Longacre Opportunity Fund, L.P. (filings through 2011-08-04)",NY
0001469955,Providence Capital Partners One LP,NY
0001470089,"OPUS HOLDINGS ONE, LP",TX
0001470103,"Paulson Direct Access Fund, LLC",CO
0001470308,Lim Kok Thay,
0001470431,Hyundai Auto Receivables Trust 2009-ASIC:6189- ASSET-BACKED SECURITIES,CA
0001470474,"Mudrick Distressed Opportunity Fund, L.P.",NY
0001470618,"Passport Agriculture Fund, LP",CA
0001470923,"Brookfield Americas Infrastructure Fund (Delaware PIV), L.P.",NY
0001470924,"Brookfield Americas Infrastructure Fund (Canadian PIV), L.P.formerly: Brookfield Americas Infrastructure Fund Canadian PIV), L.P. (filings through 2009-08-26)",NY
0001471061,"Coin Operated Equipment, Inc.",IL
0001471204,TIGER EUROPE MASTER FUND LTD.,E9
0001471721,"CBRE Technical Services, LLC",CA
0001471722,"CBRE Business Lending, Inc.formerly: CBRE Loan Services, Inc. (filings through 2013-03-12)",TX
0001472048,Beach Cities Learning Center,CA
0001472133,"INVESTCORP INDEX-LINKED PRODUCT(U.S. FEEDER), LLCformerly: Investcorp Index-Linked Product (U.S. Feeder), LLC (filings through 2009-09-25)",NY
0001472256,"Marathon EM Opportunity Fund, Ltd.",E9
0001472503,"Pine Crest Gardens Holdings, LLC",VA
0001472531,SAMUELS JODY,
0001472535,"Marathon Credit Fund, Ltd.",E9
0001472637,Halcyon Capital Holding Co.,IL
0001472918,"Virtus Storage Investment III, LP",TX
0001473269,"Emerald Creek Capital Fund I, LLC",NY
0001473282,"Linden Bancshares, Inc.",TX
0001473291,FOREFRONT CAPITAL MARKETS LLC,NY
0001473584,Providence Equity GP V L.P.,RI
0001473602,"Trian Credit Partners II, L.P. (Class A &amp; Class B limited partnership interests)",NY
0001473603,"Trian Credit Partners, L.P. (Class B &amp; Class C limited partnership interests)",NY
0001473604,"Trian Credit Partners, Ltd. (Class C &amp; Class D shares)",E9
0001473605,"Trian Partners, L.P. (limited partnership interests)formerly: Trian Partners, L.P. (Class B &amp; Class C limited partnership interests) (filings through 2014-07-16)",NY
0001473740,"AHL Alpha, LLC",IL
0001473815,Lufkin Robert,
0001473959,"NinePoint Medical, Inc.",MA
0001474081,"OPUS HOLDINGS TWO, LP",TX
0001474124,INVESTCORP BALANCED FUND LTD,E9
0001474145,Vertical LLC,FL
0001474157,"EJF Select Fund, L.P.",VA
0001474202,Ramius Alternative Replication Fund Ltd.,NY
0001474369,"Wellington Management Legacy Securities PPIF Master Fund, LP",MA
0001474370,"Wellington Management Legacy Securities PPIF (Offshore), LP",MA
0001474371,"Wellington Management Legacy Securities PPIF, LP",MA
0001474372,"Wellington Management Legacy Securities PPIF (Offshore), Ltd.",E9
0001474505,"Brookfield Asset Management PLC Canada, LP",A6
0001474702,"Marathon Asia Fund, Ltd.",E9
0001474845,"BOSTON &amp; ZECHIEL CAPITAL PARTNERS II, L.P.",IL
0001474886,"Emerald Coast Equity Holdings (27 Running Oak Circle), LLC",FL
0001475018,"PREMIUM CAPITAL PARTNERS AGGRESSIVE GROWTH FUND, L.P.",FL
0001475069,GUGGENHEIM Ltd DURATION TOTAL RETURN TRUSTformerly: Guggenheim Credit Opportunities Fund (filings through 2010-10-29),IL
0001475112,"Trian Partners, Ltd.formerly: Trian Partners, Ltd. (Class D &amp; Class E shares) (filings through 2014-04-14)",E9
0001475257,"Jana Mobile Inc.formerly: txteagle, Inc. (filings through 2011-04-11)",MA
0001475273,"SOUPMAN, INC.SIC:5960- RETAIL-NONSTORE RETAILERSformerly: PASSPORT ARTS INC. (filings through 2011-01-25)",NY
0001475770,Ramius LLC,NY
0001475823,"Orbis Health Solutions, LLC",SC
0001475897,"Trian Credit Partners GP, L.P.",NY
0001475898,Trian Credit Partners General Partner LLC,NY
0001475910,Corey Stephen,
0001476067,"Twin Haven Special Opportunities Fund II, L.P.formerly: Pequot Special Opportunities Fund II, L.P. (filings through 2009-11-12)",CT
0001476155,Quinn Bernard J.,
0001476317,"Haines City HMA, LLC",FL
0001476450,"Mast Industries, Inc.SIC:5621- RETAIL-WOMEN&#39;S CLOTHING STORES",OH
0001476538,"Boston Capital Corporate Tax Credit Fund XXXII, A Limited Partnership",MA
0001476765,"Golub Capital BDC, Inc.formerly: Golub Capital BDC LLC (filings through 2010-04-14)",IL
0001476886,Clarion Partners Property Trust Inc.SIC:6798- REAL ESTATE INVESTMENT TRUSTSformerly: Clarion Property Trust Inc. (filings through 2010-12-23),NY
0001477027,Merion Capital Corporate Catalyst Fund LP,PA
0001477109,ORCHARD JAMES,
0001477110,MARSHALL COLIN,
0001477282,CBRE Asia Value Fund L.P.formerly: ING Real Estate Asia Value Fund L.P. (filings through 2010-11-30),E9
0001477338,FORTRESS CAPITAL FORMATION LLC,NY
0001477420,"Hawthorne Ashford/Springhouse Holdings, LLC",NC
0001477486,CIFC Parent Holdings LLC,NY
0001477546,"Marathon Asia Fund, LP",NY
0001477547,"Marathon EM Opportunity Fund, LP",NY
0001477582,Beach Horizon Fund LP,E9
0001477656,Orchard Avalon Ltd,D8
0001477678,"Glynn Emerging Opportunity Fund III, L.P.",CA
0001477699,"Henderson Enterprises Group, Inc.",IA
0001477911,Samuels Jonathan Ryan,
0001477983,Pemble Kathryn,
0001478112,"RAM Opportunity Fund I, LLC",ME
0001478126,"Emerald BioSystems Holding Co., Inc.",WA
0001478139,"Emerald BioStructures Holding Co., Inc.",WA
0001478170,"SkyBridge Capital III (Offshore) Fund, L.P.",NY
0001478171,"SkyBridge Capital Partners III, L.P.",NY
0001478176,"EURO SOLAR PARKS, INC.SIC:3433- HEATING EQUIPMENT, EXCEPT ELECTRIC &amp; WARM AIR FURNACES",NJ
0001478205,"BlackRock Appreciation Fund IV (ERISA), Ltd.",WA
0001478312,Orchard Hill Domestic Fund LP,NY
0001478352,"Wellington Capital Partners, Ltd.",E9
0001478721,Hawthorne David E.,
0001478725,Virtus Oil &amp; Gas Corp.SIC:1381- DRILLING OIL &amp; GAS WELLSformerly: Curry Gold Corp (filings through 2013-08-30),TX
0001478754,"STRATEGIC CAPITAL GROWTH FUND, LLC",AZ
0001478870,"Providence Credit Opportunity Fund, L.P.",MN
0001478964,"Independence Finance, S.A.B. de C.V., SOFOM ENRformerly: Independent Finance, S.A.B. de C.V., SOFOM ENR (filings through 2009-12-21)",O5
0001479137,GoldenTree High Yield Value Fund Offshore PLC,L2
0001479138,"GoldenTree High Yield Value Fund Offshore II, Ltd.",E9
0001479139,"GoldenTree High Yield Value Fund Offshore (Strategic), Ltd.",E9
0001479262,JASPER STONE REAL ESTATE FUND IV LP,NE
0001479305,"Tyrian Global Opportunities Fund, LP",NY
0001479307,"Tyrian Global Opportunities Offshore, Ltd.",E9
0001479539,Merion Capital LP,PA
0001479861,Fulcrum Investment Management LLC,MO
0001479865,HarVest Bancorp Capital Trust I,MD
0001479900,"Pine Brook Essent Co-Invest, L.P.",E9
0001479925,Lufkin Steven,
0001479929,"Anchorage Illiquid Opportunities Offshore, L.P.",E9
0001479930,"Anchorage Illiquid Opportunities, L.P.",NY
0001479967,"CELLO FIXED INCOME FUND, LTD.",E9
0001480050,Ahlers Douglas P,
0001480105,Ramius Enhanced Replication Fund LLC,NY
0001480270,Bergenhem Nils,
0001480302,"WELLINGTON MANAGEMENT ADVISERS, INC",MA
0001480532,"York Capital Management Global Advisors, LLC",NY
0001480559,"BlackRock Appreciation Fund IV, Ltd.",WA
0001480596,"Passport Real Return Fund, LP",CA
0001480714,"4000 Nachos Partners, LP",TX
0001480731,EuroBell (Holdings) Ltd,X0
0001480790,Marathon Blue Cayman Fund Ltd.,E9
0001480794,"Napier Park Absolute Return Muni Strategy, LPformerly: CCA Absolute Return Muni Strategy, LP (filings through 2012-02-14)",NY
0001480825,"Forecaddie Partners, L.P.",CA
0001480964,"Chilton Global Balanced, L.P.",CT
0001480965,"Chilton Core Equities, L.P.formerly: Chilton Global Equities, L.P. (filings through 2010-10-05)",CT
0001481039,"Hain Capital Value Fund, LLC - Series AI",NJ
0001481072,"PREMIUM POINT ERISA OFFSHORE MORTGAGE CREDIT FUND, LTD.",NY
0001481512,"Ra Pharmaceuticals, Inc.",MA
0001481856,"AlphaOne Fundamental Micro Cap Core Fund, LP",PA
